bin,bin_order,bin_label_en,bin_label_es,side,horizon,spec,fe_name,nobs,estimate,se,p,pct,ci_low,ci_high,stars
30_45,6,>30 °C,>30 °C,hot,18,6,(6) agem^weekday + agem^year^month,2642643,0.0187464,0.00981396,0.0561,1.87464,-0.0488991,3.79817,*
30_45,6,>30 °C,>30 °C,hot,18,7,(7) agem^year^month + date,2643528,-0.0117179,0.00969376,0.227,-1.17179,-3.07177,0.728189,
30_45,6,>30 °C,>30 °C,hot,19,1,(1) agem + date,2761626,-0.00374898,0.0151548,0.805,-0.374898,-3.34524,2.59544,
30_45,6,>30 °C,>30 °C,hot,19,2,(2) agem^yday + agem^year + date,2738859,-0.0225558,0.0157996,0.153,-2.25558,-5.35229,0.841136,
30_45,6,>30 °C,>30 °C,hot,19,3,(3) agem^week + state^year + weekday,2748411,-0.00578428,0.021224,0.785,-0.578428,-4.73833,3.58148,
30_45,6,>30 °C,>30 °C,hot,19,4,(4) agem + state^year + yday + weekday,2761626,0.00142014,0.0144815,0.922,0.142014,-2.69636,2.98039,
30_45,6,>30 °C,>30 °C,hot,19,5,(5) agem^year^month + weekday,2643528,0.018195,0.0106426,0.0873,1.8195,-0.266449,3.90544,*
30_45,6,>30 °C,>30 °C,hot,19,6,(6) agem^weekday + agem^year^month,2642643,0.0187191,0.0106314,0.0783,1.87191,-0.211849,3.95566,*
30_45,6,>30 °C,>30 °C,hot,19,7,(7) agem^year^month + date,2643528,-0.0140466,0.0103398,0.174,-1.40466,-3.43127,0.621946,
30_45,6,>30 °C,>30 °C,hot,20,1,(1) agem + date,2761626,-0.00742365,0.0150752,0.622,-0.742365,-3.69711,2.21238,
30_45,6,>30 °C,>30 °C,hot,20,2,(2) agem^yday + agem^year + date,2738859,-0.028348,0.0164318,0.0845,-2.8348,-6.05543,0.38583,*
30_45,6,>30 °C,>30 °C,hot,20,3,(3) agem^week + state^year + weekday,2748411,-0.012513700000000001,0.0221399,0.572,-1.25137,-5.59078,3.08805,
30_45,6,>30 °C,>30 °C,hot,20,4,(4) agem + state^year + yday + weekday,2761626,-0.00351291,0.0145043,0.809,-0.351291,-3.19414,2.49155,
30_45,6,>30 °C,>30 °C,hot,20,5,(5) agem^year^month + weekday,2643528,0.0146894,0.0101979,0.15,1.46894,-0.529843,3.46772,
30_45,6,>30 °C,>30 °C,hot,20,6,(6) agem^weekday + agem^year^month,2642643,0.016728,0.0102029,0.101,1.6728,-0.326972,3.67258,
30_45,6,>30 °C,>30 °C,hot,20,7,(7) agem^year^month + date,2643528,-0.0192114,0.0103803,0.0642,-1.92114,-3.95568,0.113407,*
30_45,6,>30 °C,>30 °C,hot,21,1,(1) agem + date,2761626,-0.00324931,0.0155596,0.835,-0.324931,-3.37461,2.72475,
30_45,6,>30 °C,>30 °C,hot,21,2,(2) agem^yday + agem^year + date,2738859,-0.0269087,0.017334,0.121,-2.69087,-6.08833,0.706583,
30_45,6,>30 °C,>30 °C,hot,21,3,(3) agem^week + state^year + weekday,2748411,-0.0116779,0.023386,0.618,-1.16779,-5.75144,3.41585,
30_45,6,>30 °C,>30 °C,hot,21,4,(4) agem + state^year + yday + weekday,2761626,-8.27115e-4,0.0145737,0.955,-0.0827115,-2.93915,2.77373,
30_45,6,>30 °C,>30 °C,hot,21,5,(5) agem^year^month + weekday,2643528,0.018939,0.0104085,0.0688,1.8939,-0.146161,3.93395,*
30_45,6,>30 °C,>30 °C,hot,21,6,(6) agem^weekday + agem^year^month,2642643,0.0205898,0.0104769,0.0494,2.05898,0.00550013,4.11245,**
30_45,6,>30 °C,>30 °C,hot,21,7,(7) agem^year^month + date,2643528,-0.0161778,0.0105213,0.124,-1.61778,-3.67994,0.444393,
30_45,6,>30 °C,>30 °C,hot,22,1,(1) agem + date,2761626,-0.00721861,0.0157945,0.648,-0.721861,-3.81758,2.37385,
30_45,6,>30 °C,>30 °C,hot,22,2,(2) agem^yday + agem^year + date,2738859,-0.0329708,0.0178045,0.0641,-3.29708,-6.78677,0.1926,*
30_45,6,>30 °C,>30 °C,hot,22,3,(3) agem^week + state^year + weekday,2748411,-0.0174271,0.0243564,0.474,-1.74271,-6.51656,3.03115,
30_45,6,>30 °C,>30 °C,hot,22,4,(4) agem + state^year + yday + weekday,2761626,-0.00438288,0.0149158,0.769,-0.438288,-3.36179,2.48521,
30_45,6,>30 °C,>30 °C,hot,22,5,(5) agem^year^month + weekday,2643528,0.0167861,0.0105601,0.112,1.67861,-0.391177,3.74839,
30_45,6,>30 °C,>30 °C,hot,22,6,(6) agem^weekday + agem^year^month,2642643,0.0182226,0.0104955,0.0825,1.82226,-0.23487,3.87939,*
30_45,6,>30 °C,>30 °C,hot,22,7,(7) agem^year^month + date,2643528,-0.0210965,0.010572,0.046,-2.10965,-4.18176,-0.0375483,**
30_45,6,>30 °C,>30 °C,hot,23,1,(1) agem + date,2761626,-0.00413431,0.0156389,0.792,-0.413431,-3.47866,2.6518,
30_45,6,>30 °C,>30 °C,hot,23,2,(2) agem^yday + agem^year + date,2738859,-0.032449,0.0182321,0.0751,-3.2449,-6.81839,0.32859,*
30_45,6,>30 °C,>30 °C,hot,23,3,(3) agem^week + state^year + weekday,2748411,-0.0166984,0.0251269,0.506,-1.66984,-6.59471,3.25503,
30_45,6,>30 °C,>30 °C,hot,23,4,(4) agem + state^year + yday + weekday,2761626,-0.00134529,0.0148587,0.928,-0.134529,-3.04684,2.77779,
30_45,6,>30 °C,>30 °C,hot,23,5,(5) agem^year^month + weekday,2643528,0.0216583,0.0112224,0.0536,2.16583,-0.0337534,4.36541,*
30_45,6,>30 °C,>30 °C,hot,23,6,(6) agem^weekday + agem^year^month,2642643,0.0223107,0.0111455,0.0453,2.23107,0.046549599999999997,4.41559,**
30_45,6,>30 °C,>30 °C,hot,23,7,(7) agem^year^month + date,2643528,-0.0194617,0.011194,0.0821,-1.94617,-4.14019,0.247851,*
30_45,6,>30 °C,>30 °C,hot,24,1,(1) agem + date,2761626,-0.00350417,0.0155449,0.822,-0.350417,-3.39722,2.69638,
30_45,6,>30 °C,>30 °C,hot,24,2,(2) agem^yday + agem^year + date,2738859,-0.0345514,0.0189046,0.0676,-3.45514,-7.16044,0.250159,*
30_45,6,>30 °C,>30 °C,hot,24,3,(3) agem^week + state^year + weekday,2748411,-0.0198515,0.0256227,0.438,-1.98515,-7.0072,3.0369,
30_45,6,>30 °C,>30 °C,hot,24,4,(4) agem + state^year + yday + weekday,2761626,-0.00236608,0.0146477,0.872,-0.236608,-3.10755,2.63434,
30_45,6,>30 °C,>30 °C,hot,24,5,(5) agem^year^month + weekday,2643528,0.0227545,0.0109856,0.0383,2.27545,0.122276,4.42863,**
30_45,6,>30 °C,>30 °C,hot,24,6,(6) agem^weekday + agem^year^month,2642643,0.023578000000000002,0.0108997,0.0305,2.3578,0.221459,4.49414,**
30_45,6,>30 °C,>30 °C,hot,24,7,(7) agem^year^month + date,2643528,-0.0213177,0.0113849,0.0611,-2.13177,-4.36322,0.0996784,*
30_45,6,>30 °C,>30 °C,hot,25,1,(1) agem + date,2761626,-0.00276648,0.0154843,0.858,-0.276648,-3.31157,2.75827,
30_45,6,>30 °C,>30 °C,hot,25,2,(2) agem^yday + agem^year + date,2738859,-0.036215,0.0193969,0.0619,-3.6215,-7.4233,0.180304,*
30_45,6,>30 °C,>30 °C,hot,25,3,(3) agem^week + state^year + weekday,2748411,-0.0202246,0.0264994,0.445,-2.02246,-7.21635,3.17143,
30_45,6,>30 °C,>30 °C,hot,25,4,(4) agem + state^year + yday + weekday,2761626,-0.00164037,0.0147381,0.911,-0.164037,-3.05271,2.72464,
30_45,6,>30 °C,>30 °C,hot,25,5,(5) agem^year^month + weekday,2643528,0.0260524,0.0114266,0.0226,2.6052399999999998,0.365636,4.84484,**
30_45,6,>30 °C,>30 °C,hot,25,6,(6) agem^weekday + agem^year^month,2642643,0.0269983,0.0113348,0.0172,2.69983,0.478204,4.92146,**
30_45,6,>30 °C,>30 °C,hot,25,7,(7) agem^year^month + date,2643528,-0.0225749,0.0119545,0.059,-2.25749,-4.60057,0.085585,*
30_45,6,>30 °C,>30 °C,hot,26,1,(1) agem + date,2761626,-0.00725235,0.0156059,0.642,-0.725235,-3.78399,2.33352,
30_45,6,>30 °C,>30 °C,hot,26,2,(2) agem^yday + agem^year + date,2738859,-0.0449349,0.020309,0.0269,-4.49349,-8.47406,-0.51293,**
30_45,6,>30 °C,>30 °C,hot,26,3,(3) agem^week + state^year + weekday,2748411,-0.0288832,0.0278264,0.299,-2.88832,-8.34229,2.56565,
30_45,6,>30 °C,>30 °C,hot,26,4,(4) agem + state^year + yday + weekday,2761626,-0.00652648,0.0147431,0.658,-0.652648,-3.5423,2.237,
30_45,6,>30 °C,>30 °C,hot,26,5,(5) agem^year^month + weekday,2643528,0.0223104,0.0107496,0.0379,2.23104,0.124125,4.33796,**
30_45,6,>30 °C,>30 °C,hot,26,6,(6) agem^weekday + agem^year^month,2642643,0.0231598,0.0107325,0.0309,2.31598,0.21242,4.41955,**
30_45,6,>30 °C,>30 °C,hot,26,7,(7) agem^year^month + date,2643528,-0.0287045,0.0118042,0.015,-2.87045,-5.18407,-0.556834,**
30_45,6,>30 °C,>30 °C,hot,27,1,(1) agem + date,2761626,-0.00818479,0.0158568,0.606,-0.818479,-3.92641,2.28945,
30_45,6,>30 °C,>30 °C,hot,27,2,(2) agem^yday + agem^year + date,2738859,-0.0492606,0.0202746,0.0151,-4.92606,-8.89987,-0.952246,**
30_45,6,>30 °C,>30 °C,hot,27,3,(3) agem^week + state^year + weekday,2748411,-0.033215,0.0286617,0.247,-3.3215,-8.9392,2.2962,
30_45,6,>30 °C,>30 °C,hot,27,4,(4) agem + state^year + yday + weekday,2761626,-0.0069152,0.0149079,0.643,-0.69152,-3.61347,2.23043,
30_45,6,>30 °C,>30 °C,hot,27,5,(5) agem^year^month + weekday,2643528,0.0216553,0.0113066,0.0555,2.16553,-0.0505637,4.38163,*
30_45,6,>30 °C,>30 °C,hot,27,6,(6) agem^weekday + agem^year^month,2642643,0.0239749,0.0113195,0.0342,2.39749,0.178877,4.61611,**
30_45,6,>30 °C,>30 °C,hot,27,7,(7) agem^year^month + date,2643528,-0.0320479,0.0115747,0.00563,-3.20479,-5.47344,-0.936149,***
30_45,6,>30 °C,>30 °C,hot,28,1,(1) agem + date,2761626,-0.00509314,0.0158939,0.749,-0.509314,-3.62452,2.60589,
30_45,6,>30 °C,>30 °C,hot,28,2,(2) agem^yday + agem^year + date,2738859,-0.0509395,0.021441,0.0175,-5.09395,-9.29639,-0.891513,**
30_45,6,>30 °C,>30 °C,hot,28,3,(3) agem^week + state^year + weekday,2748411,-0.0343103,0.0299584,0.252,-3.43103,-9.30287,2.44082,
30_45,6,>30 °C,>30 °C,hot,28,4,(4) agem + state^year + yday + weekday,2761626,-0.00300411,0.0147129,0.838,-0.300411,-3.18413,2.58331,
30_45,6,>30 °C,>30 °C,hot,28,5,(5) agem^year^month + weekday,2643528,0.0250516,0.0114699,0.029,2.50516,0.257056,4.75327,**
30_45,6,>30 °C,>30 °C,hot,28,6,(6) agem^weekday + agem^year^month,2642643,0.0269883,0.0115049,0.019,2.69883,0.443876,4.95379,**
30_45,6,>30 °C,>30 °C,hot,28,7,(7) agem^year^month + date,2643528,-0.0311924,0.0125916,0.0132,-3.11924,-5.58719,-0.651298,**
30_45,6,>30 °C,>30 °C,hot,29,1,(1) agem + date,2761626,-5.08968e-4,0.0162,0.975,-0.0508968,-3.2261,3.1243,
30_45,6,>30 °C,>30 °C,hot,29,2,(2) agem^yday + agem^year + date,2738859,-0.0495062,0.021922,0.0239,-4.95062,-9.24733,-0.653899,**
30_45,6,>30 °C,>30 °C,hot,29,3,(3) agem^week + state^year + weekday,2748411,-0.0360706,0.0308805,0.243,-3.60706,-9.65964,2.44553,
30_45,6,>30 °C,>30 °C,hot,29,4,(4) agem + state^year + yday + weekday,2761626,8.32729e-4,0.0149946,0.956,0.0832729,-2.85567,3.02222,
30_45,6,>30 °C,>30 °C,hot,29,5,(5) agem^year^month + weekday,2643528,0.0284003,0.011855,0.0166,2.84003,0.516448,5.16362,**
30_45,6,>30 °C,>30 °C,hot,29,6,(6) agem^weekday + agem^year^month,2642643,0.0299408,0.0118256,0.0113,2.99408,0.676261,5.3119,**
30_45,6,>30 °C,>30 °C,hot,29,7,(7) agem^year^month + date,2643528,-0.0283122,0.0125366,0.0239,-2.83122,-5.28839,-0.374045,**
30_45,6,>30 °C,>30 °C,hot,30,1,(1) agem + date,2761626,-2.61922e-4,0.0164827,0.987,-0.0261922,-3.25681,3.20442,
30_45,6,>30 °C,>30 °C,hot,30,2,(2) agem^yday + agem^year + date,2738859,-0.0602487,0.0229275,0.00859,-6.02487,-10.5187,-1.53107,***
30_45,6,>30 °C,>30 °C,hot,30,3,(3) agem^week + state^year + weekday,2748411,-0.0484068,0.0331418,0.144,-4.84068,-11.3365,1.65512,
30_45,6,>30 °C,>30 °C,hot,30,4,(4) agem + state^year + yday + weekday,2761626,9.82553e-4,0.0146189,0.946,0.0982553,-2.76704,2.96356,
30_45,6,>30 °C,>30 °C,hot,30,5,(5) agem^year^month + weekday,2643528,0.0260442,0.0118751,0.0283,2.60442,0.276889,4.93195,**
30_45,6,>30 °C,>30 °C,hot,30,6,(6) agem^weekday + agem^year^month,2642643,0.0270759,0.011837,0.0222,2.70759,0.387549,5.02764,**
30_45,6,>30 °C,>30 °C,hot,30,7,(7) agem^year^month + date,2643528,-0.0324951,0.0127285,0.0107,-3.24951,-5.74428,-0.754727,**
