bin,bin_order,bin_label_en,bin_label_es,side,horizon,spec,fe_name,nobs,estimate,se,p,pct,ci_low,ci_high,stars
15_20,3,15–20 °C,15–20 °C,cold,7,2,(2) agem^yday + agem^year + date,2738859,-0.0246966,0.00526902,2.77e-6,-2.46966,-3.50239,-1.43693,***
15_20,3,15–20 °C,15–20 °C,cold,7,3,(3) agem^week + state^year + weekday,2748411,-0.0462489,0.00443812,1.9899999999999999e-25,-4.62489,-5.49476,-3.75502,***
15_20,3,15–20 °C,15–20 °C,cold,7,4,(4) agem + state^year + yday + weekday,2761626,-0.0420976,0.00425692,4.64e-23,-4.20976,-5.04412,-3.3754,***
15_20,3,15–20 °C,15–20 °C,cold,7,5,(5) agem^year^month + weekday,2643528,-0.035047,0.00366561,1.1700000000000001e-21,-3.5047,-4.22316,-2.78624,***
15_20,3,15–20 °C,15–20 °C,cold,7,6,(6) agem^weekday + agem^year^month,2642643,-0.0353899,0.00365248,3.35e-22,-3.53899,-4.25488,-2.82311,***
15_20,3,15–20 °C,15–20 °C,cold,7,7,(7) agem^year^month + date,2643528,-0.0156164,0.00401684,1.01e-4,-1.56164,-2.34894,-0.774335,***
15_20,3,15–20 °C,15–20 °C,cold,8,1,(1) agem + date,2761626,-0.0242675,0.00543975,8.15e-6,-2.42675,-3.49295,-1.36056,***
15_20,3,15–20 °C,15–20 °C,cold,8,2,(2) agem^yday + agem^year + date,2738859,-0.0240446,0.0057464,2.86e-5,-2.40446,-3.53075,-1.27817,***
15_20,3,15–20 °C,15–20 °C,cold,8,3,(3) agem^week + state^year + weekday,2748411,-0.0451053,0.0048065,6.34e-21,-4.51053,-5.4526,-3.56845,***
15_20,3,15–20 °C,15–20 °C,cold,8,4,(4) agem + state^year + yday + weekday,2761626,-0.0412697,0.00465803,8.01e-19,-4.12697,-5.03994,-3.214,***
15_20,3,15–20 °C,15–20 °C,cold,8,5,(5) agem^year^month + weekday,2643528,-0.0337317,0.00376215,3.07e-19,-3.37317,-4.11055,-2.63579,***
15_20,3,15–20 °C,15–20 °C,cold,8,6,(6) agem^weekday + agem^year^month,2642643,-0.0340989,0.00377492,1.67e-19,-3.40989,-4.14977,-2.67,***
15_20,3,15–20 °C,15–20 °C,cold,8,7,(7) agem^year^month + date,2643528,-0.0130705,0.00425019,0.0021,-1.30705,-2.14009,-0.474015,***
15_20,3,15–20 °C,15–20 °C,cold,9,1,(1) agem + date,2761626,-0.0254326,0.0059498,1.92e-5,-2.54326,-3.70942,-1.3771,***
15_20,3,15–20 °C,15–20 °C,cold,9,2,(2) agem^yday + agem^year + date,2738859,-0.0246577,0.00614528,6.01e-5,-2.46577,-3.67024,-1.26129,***
15_20,3,15–20 °C,15–20 °C,cold,9,3,(3) agem^week + state^year + weekday,2748411,-0.0462352,0.00537541,7.89e-18,-4.62352,-5.6771,-3.56994,***
15_20,3,15–20 °C,15–20 °C,cold,9,4,(4) agem + state^year + yday + weekday,2761626,-0.0423253,0.00500957,2.94e-17,-4.23253,-5.21441,-3.25066,***
15_20,3,15–20 °C,15–20 °C,cold,9,5,(5) agem^year^month + weekday,2643528,-0.0350934,0.00396812,9.25e-19,-3.50934,-4.28709,-2.73159,***
15_20,3,15–20 °C,15–20 °C,cold,9,6,(6) agem^weekday + agem^year^month,2642643,-0.035125,0.00398414,1.18e-18,-3.5125,-4.29339,-2.73161,***
15_20,3,15–20 °C,15–20 °C,cold,9,7,(7) agem^year^month + date,2643528,-0.0130709,0.00437016,0.00278,-1.30709,-2.16364,-0.450538,***
15_20,3,15–20 °C,15–20 °C,cold,10,1,(1) agem + date,2761626,-0.0212915,0.00600315,3.9e-4,-2.12915,-3.30577,-0.952535,***
15_20,3,15–20 °C,15–20 °C,cold,10,2,(2) agem^yday + agem^year + date,2738859,-0.0204356,0.00665617,0.00214,-2.04356,-3.34817,-0.738947,***
15_20,3,15–20 °C,15–20 °C,cold,10,3,(3) agem^week + state^year + weekday,2748411,-0.0427256,0.00574885,1.07e-13,-4.27256,-5.39933,-3.14578,***
15_20,3,15–20 °C,15–20 °C,cold,10,4,(4) agem + state^year + yday + weekday,2761626,-0.0381809,0.00506316,4.67e-14,-3.81809,-4.81047,-2.82571,***
15_20,3,15–20 °C,15–20 °C,cold,10,5,(5) agem^year^month + weekday,2643528,-0.031241,0.00425111,2e-13,-3.1241,-3.95732,-2.29088,***
15_20,3,15–20 °C,15–20 °C,cold,10,6,(6) agem^weekday + agem^year^month,2642643,-0.0313606,0.00424829,1.56e-13,-3.13606,-3.96872,-2.30339,***
15_20,3,15–20 °C,15–20 °C,cold,10,7,(7) agem^year^month + date,2643528,-0.00784946,0.00473535,0.0974,-0.784946,-1.71307,0.143183,*
15_20,3,15–20 °C,15–20 °C,cold,11,1,(1) agem + date,2761626,-0.0204694,0.00625341,0.00106,-2.04694,-3.27261,-0.821272,***
15_20,3,15–20 °C,15–20 °C,cold,11,2,(2) agem^yday + agem^year + date,2738859,-0.0201557,0.0070329,0.00416,-2.01557,-3.39402,-0.637127,***
15_20,3,15–20 °C,15–20 °C,cold,11,3,(3) agem^week + state^year + weekday,2748411,-0.0413504,0.00606366,9.14e-12,-4.13504,-5.32352,-2.94657,***
15_20,3,15–20 °C,15–20 °C,cold,11,4,(4) agem + state^year + yday + weekday,2761626,-0.0364605,0.00522612,3.02e-12,-3.64605,-4.67037,-2.62173,***
15_20,3,15–20 °C,15–20 °C,cold,11,5,(5) agem^year^month + weekday,2643528,-0.0296826,0.00434099,8.04e-12,-2.96826,-3.81909,-2.11742,***
15_20,3,15–20 °C,15–20 °C,cold,11,6,(6) agem^weekday + agem^year^month,2642643,-0.0295492,0.00437723,1.47e-11,-2.95492,-3.81286,-2.09698,***
15_20,3,15–20 °C,15–20 °C,cold,11,7,(7) agem^year^month + date,2643528,-0.00590018,0.00475371,0.215,-0.590018,-1.52175,0.341709,
15_20,3,15–20 °C,15–20 °C,cold,12,1,(1) agem + date,2761626,-0.0189473,0.00656994,0.00393,-1.89473,-3.18244,-0.607027,***
15_20,3,15–20 °C,15–20 °C,cold,12,2,(2) agem^yday + agem^year + date,2738859,-0.0186263,0.0075149,0.0132,-1.86263,-3.33555,-0.389713,**
15_20,3,15–20 °C,15–20 °C,cold,12,3,(3) agem^week + state^year + weekday,2748411,-0.0387689,0.0065496,3.23e-9,-3.87689,-5.16061,-2.59316,***
15_20,3,15–20 °C,15–20 °C,cold,12,4,(4) agem + state^year + yday + weekday,2761626,-0.0338107,0.00530181,1.8e-10,-3.38107,-4.42022,-2.34191,***
15_20,3,15–20 °C,15–20 °C,cold,12,5,(5) agem^year^month + weekday,2643528,-0.0270335,0.00440252,8.23e-10,-2.70335,-3.56625,-1.84046,***
15_20,3,15–20 °C,15–20 °C,cold,12,6,(6) agem^weekday + agem^year^month,2642643,-0.0267952,0.00443702,1.55e-9,-2.67952,-3.54918,-1.80986,***
15_20,3,15–20 °C,15–20 °C,cold,12,7,(7) agem^year^month + date,2643528,-0.00329672,0.00465469,0.479,-0.329672,-1.24199,0.582646,
15_20,3,15–20 °C,15–20 °C,cold,13,1,(1) agem + date,2761626,-0.0210752,0.00698191,0.00254,-2.10752,-3.47597,-0.739063,***
15_20,3,15–20 °C,15–20 °C,cold,13,2,(2) agem^yday + agem^year + date,2738859,-0.0204231,0.00811484,0.0118,-2.04231,-3.63282,-0.451798,**
15_20,3,15–20 °C,15–20 °C,cold,13,3,(3) agem^week + state^year + weekday,2748411,-0.0403934,0.0070183,8.64e-9,-4.03934,-5.41492,-2.66375,***
15_20,3,15–20 °C,15–20 °C,cold,13,4,(4) agem + state^year + yday + weekday,2761626,-0.0355424,0.0057036,4.62e-10,-3.55424,-4.67215,-2.43634,***
15_20,3,15–20 °C,15–20 °C,cold,13,5,(5) agem^year^month + weekday,2643528,-0.0295816,0.00504506,4.53e-9,-2.95816,-3.94699,-1.96933,***
15_20,3,15–20 °C,15–20 °C,cold,13,6,(6) agem^weekday + agem^year^month,2642643,-0.0295343,0.00501973,4.01e-9,-2.95343,-3.9373,-1.96957,***
15_20,3,15–20 °C,15–20 °C,cold,13,7,(7) agem^year^month + date,2643528,-0.00430305,0.00557689,0.44,-0.430305,-1.52338,0.662766,
15_20,3,15–20 °C,15–20 °C,cold,14,1,(1) agem + date,2761626,-0.0233444,0.00718472,0.00116,-2.33444,-3.74265,-0.926236,***
15_20,3,15–20 °C,15–20 °C,cold,14,2,(2) agem^yday + agem^year + date,2738859,-0.0226853,0.00874789,0.00951,-2.26853,-3.98311,-0.55394,***
15_20,3,15–20 °C,15–20 °C,cold,14,3,(3) agem^week + state^year + weekday,2748411,-0.0431223,0.00750703,9.23e-9,-4.31223,-5.78361,-2.84086,***
15_20,3,15–20 °C,15–20 °C,cold,14,4,(4) agem + state^year + yday + weekday,2761626,-0.0378815,0.00595993,2.07e-10,-3.78815,-4.9563,-2.62001,***
15_20,3,15–20 °C,15–20 °C,cold,14,5,(5) agem^year^month + weekday,2643528,-0.0336612,0.00552865,1.14e-9,-3.36612,-4.44973,-2.2825,***
15_20,3,15–20 °C,15–20 °C,cold,14,6,(6) agem^weekday + agem^year^month,2642643,-0.0339955,0.00553405,8.1e-10,-3.39955,-4.48423,-2.31488,***
15_20,3,15–20 °C,15–20 °C,cold,14,7,(7) agem^year^month + date,2643528,-0.00567073,0.00616483,0.358,-0.567073,-1.77538,0.641234,
15_20,3,15–20 °C,15–20 °C,cold,15,1,(1) agem + date,2761626,-0.0224553,0.00731092,0.00213,-2.24553,-3.67847,-0.812586,***
15_20,3,15–20 °C,15–20 °C,cold,15,2,(2) agem^yday + agem^year + date,2738859,-0.0213952,0.0090324,0.0178,-2.13952,-3.90987,-0.369168,**
15_20,3,15–20 °C,15–20 °C,cold,15,3,(3) agem^week + state^year + weekday,2748411,-0.0429393,0.00799746,7.91e-8,-4.29393,-5.86143,-2.72643,***
15_20,3,15–20 °C,15–20 °C,cold,15,4,(4) agem + state^year + yday + weekday,2761626,-0.0367312,0.00583867,3.15e-10,-3.67312,-4.8175,-2.52874,***
15_20,3,15–20 °C,15–20 °C,cold,15,5,(5) agem^year^month + weekday,2643528,-0.0337738,0.00514903,5.41e-11,-3.37738,-4.38659,-2.36817,***
15_20,3,15–20 °C,15–20 °C,cold,15,6,(6) agem^weekday + agem^year^month,2642643,-0.0341089,0.00517092,4.22e-11,-3.41089,-4.42439,-2.39739,***
15_20,3,15–20 °C,15–20 °C,cold,15,7,(7) agem^year^month + date,2643528,-0.00379716,0.00563968,0.501,-0.379716,-1.48509,0.725661,
15_20,3,15–20 °C,15–20 °C,cold,16,1,(1) agem + date,2761626,-0.0226192,0.00737155,0.00215,-2.26192,-3.70674,-0.817093,***
15_20,3,15–20 °C,15–20 °C,cold,16,2,(2) agem^yday + agem^year + date,2738859,-0.0218391,0.0093178,0.0191,-2.18391,-4.0102,-0.357623,**
15_20,3,15–20 °C,15–20 °C,cold,16,3,(3) agem^week + state^year + weekday,2748411,-0.0433312,0.0082753,1.64e-7,-4.33312,-5.95508,-2.71116,***
15_20,3,15–20 °C,15–20 °C,cold,16,4,(4) agem + state^year + yday + weekday,2761626,-0.036865,0.00596252,6.3e-10,-3.6865,-4.85516,-2.51785,***
15_20,3,15–20 °C,15–20 °C,cold,16,5,(5) agem^year^month + weekday,2643528,-0.0352919,0.00542238,7.59e-11,-3.52919,-4.59198,-2.46641,***
15_20,3,15–20 °C,15–20 °C,cold,16,6,(6) agem^weekday + agem^year^month,2642643,-0.0353166,0.00544344,8.7e-11,-3.53166,-4.59858,-2.46475,***
15_20,3,15–20 °C,15–20 °C,cold,16,7,(7) agem^year^month + date,2643528,-0.00307501,0.00591567,0.603,-0.307501,-1.46697,0.85197,
15_20,3,15–20 °C,15–20 °C,cold,17,1,(1) agem + date,2761626,-0.0202226,0.0076071,0.00785,-2.02226,-3.51325,-0.531267,***
15_20,3,15–20 °C,15–20 °C,cold,17,2,(2) agem^yday + agem^year + date,2738859,-0.0199273,0.00975951,0.0412,-1.99273,-3.90559,-0.0798623,**
15_20,3,15–20 °C,15–20 °C,cold,17,3,(3) agem^week + state^year + weekday,2748411,-0.0408577,0.00865204,2.33e-6,-4.08577,-5.78157,-2.38997,***
15_20,3,15–20 °C,15–20 °C,cold,17,4,(4) agem + state^year + yday + weekday,2761626,-0.0346232,0.00618747,2.2e-8,-3.46232,-4.67507,-2.24958,***
15_20,3,15–20 °C,15–20 °C,cold,17,5,(5) agem^year^month + weekday,2643528,-0.0341071,0.00557679,9.6e-10,-3.41071,-4.50376,-2.31765,***
15_20,3,15–20 °C,15–20 °C,cold,17,6,(6) agem^weekday + agem^year^month,2642643,-0.0342543,0.00557128,7.83e-10,-3.42543,-4.5174,-2.33346,***
15_20,3,15–20 °C,15–20 °C,cold,17,7,(7) agem^year^month + date,2643528,-1.93302e-4,0.00618333,0.975,-0.0193302,-1.23126,1.1926,
15_20,3,15–20 °C,15–20 °C,cold,18,1,(1) agem + date,2761626,-0.02386,0.00761967,0.00174,-2.386,-3.87945,-0.89254,***
15_20,3,15–20 °C,15–20 °C,cold,18,2,(2) agem^yday + agem^year + date,2738859,-0.0239957,0.0102367,0.0191,-2.39957,-4.40595,-0.393186,**
15_20,3,15–20 °C,15–20 °C,cold,18,3,(3) agem^week + state^year + weekday,2748411,-0.0428421,0.00913764,2.75e-6,-4.28421,-6.07519,-2.49323,***
15_20,3,15–20 °C,15–20 °C,cold,18,4,(4) agem + state^year + yday + weekday,2761626,-0.0372713,0.00620458,1.89e-9,-3.72713,-4.94323,-2.51103,***
15_20,3,15–20 °C,15–20 °C,cold,18,5,(5) agem^year^month + weekday,2643528,-0.0366715,0.00556147,4.29e-11,-3.66715,-4.7572,-2.5771,***
15_20,3,15–20 °C,15–20 °C,cold,18,6,(6) agem^weekday + agem^year^month,2642643,-0.0364777,0.00558922,6.74e-11,-3.64777,-4.74325,-2.55228,***
15_20,3,15–20 °C,15–20 °C,cold,18,7,(7) agem^year^month + date,2643528,-0.00283186,0.00617314,0.646,-0.283186,-1.49312,0.926749,
15_20,3,15–20 °C,15–20 °C,cold,19,1,(1) agem + date,2761626,-0.0233329,0.0076004,0.00214,-2.33329,-3.82297,-0.843613,***
15_20,3,15–20 °C,15–20 °C,cold,19,2,(2) agem^yday + agem^year + date,2738859,-0.0234629,0.0106291,0.0273,-2.34629,-4.42959,-0.262989,**
15_20,3,15–20 °C,15–20 °C,cold,19,3,(3) agem^week + state^year + weekday,2748411,-0.0414929,0.00952341,1.32e-5,-4.14929,-6.01587,-2.2827,***
15_20,3,15–20 °C,15–20 °C,cold,19,4,(4) agem + state^year + yday + weekday,2761626,-0.0353739,0.00622386,1.32e-8,-3.53739,-4.75727,-2.31752,***
15_20,3,15–20 °C,15–20 °C,cold,19,5,(5) agem^year^month + weekday,2643528,-0.0362113,0.0057081,2.24e-10,-3.62113,-4.73992,-2.50235,***
15_20,3,15–20 °C,15–20 °C,cold,19,6,(6) agem^weekday + agem^year^month,2642643,-0.0360101,0.00574544,3.67e-10,-3.60101,-4.72712,-2.4749,***
15_20,3,15–20 °C,15–20 °C,cold,19,7,(7) agem^year^month + date,2643528,-0.00147113,0.00654006,0.822,-0.147113,-1.42896,1.13474,
15_20,3,15–20 °C,15–20 °C,cold,20,1,(1) agem + date,2761626,-0.0234649,0.00779731,0.00262,-2.34649,-3.87476,-0.818217,***
15_20,3,15–20 °C,15–20 °C,cold,20,2,(2) agem^yday + agem^year + date,2738859,-0.0239701,0.010949,0.0286,-2.39701,-4.54302,-0.251002,**
15_20,3,15–20 °C,15–20 °C,cold,20,3,(3) agem^week + state^year + weekday,2748411,-0.0408943,0.0098211,3.13e-5,-4.08943,-6.01436,-2.16449,***
15_20,3,15–20 °C,15–20 °C,cold,20,4,(4) agem + state^year + yday + weekday,2761626,-0.0343289,0.00626335,4.23e-8,-3.43289,-4.66051,-2.20527,***
15_20,3,15–20 °C,15–20 °C,cold,20,5,(5) agem^year^month + weekday,2643528,-0.0367147,0.00589975,4.87e-10,-3.67147,-4.82782,-2.51512,***
15_20,3,15–20 °C,15–20 °C,cold,20,6,(6) agem^weekday + agem^year^month,2642643,-0.0367315,0.00589483,4.63e-10,-3.67315,-4.82853,-2.51776,***
15_20,3,15–20 °C,15–20 °C,cold,20,7,(7) agem^year^month + date,2643528,-6.23968e-4,0.00698665,0.929,-0.0623968,-1.43178,1.30699,
15_20,3,15–20 °C,15–20 °C,cold,21,1,(1) agem + date,2761626,-0.0247901,0.00782903,0.00154,-2.47901,-4.0135,-0.944518,***
15_20,3,15–20 °C,15–20 °C,cold,21,2,(2) agem^yday + agem^year + date,2738859,-0.0252695,0.0116615,0.0302,-2.52695,-4.81259,-0.241299,**
15_20,3,15–20 °C,15–20 °C,cold,21,3,(3) agem^week + state^year + weekday,2748411,-0.0414276,0.0104219,7.04e-5,-4.14276,-6.18544,-2.10007,***
15_20,3,15–20 °C,15–20 °C,cold,21,4,(4) agem + state^year + yday + weekday,2761626,-0.0346122,0.00635918,5.24e-8,-3.46122,-4.70762,-2.21482,***
15_20,3,15–20 °C,15–20 °C,cold,21,5,(5) agem^year^month + weekday,2643528,-0.0386394,0.0061567,3.47e-10,-3.86394,-5.07065,-2.65723,***
15_20,3,15–20 °C,15–20 °C,cold,21,6,(6) agem^weekday + agem^year^month,2642643,-0.0390164,0.00617962,2.72e-10,-3.90164,-5.11285,-2.69044,***
15_20,3,15–20 °C,15–20 °C,cold,21,7,(7) agem^year^month + date,2643528,-0.00100895,0.00734697,0.891,-0.100895,-1.5409,1.33911,
15_20,3,15–20 °C,15–20 °C,cold,22,1,(1) agem + date,2761626,-0.025332,0.00818544,0.00197,-2.5332,-4.13755,-0.928857,***
15_20,3,15–20 °C,15–20 °C,cold,22,2,(2) agem^yday + agem^year + date,2738859,-0.0263144,0.0119399,0.0275,-2.63144,-4.97166,-0.291211,**
15_20,3,15–20 °C,15–20 °C,cold,22,3,(3) agem^week + state^year + weekday,2748411,-0.0424909,0.0106648,6.77e-5,-4.24909,-6.33939,-2.15879,***
15_20,3,15–20 °C,15–20 °C,cold,22,4,(4) agem + state^year + yday + weekday,2761626,-0.035731,0.00653897,4.65e-8,-3.5731,-4.85474,-2.29146,***
15_20,3,15–20 °C,15–20 °C,cold,22,5,(5) agem^year^month + weekday,2643528,-0.0409162,0.0062022,4.19e-11,-4.09162,-5.30725,-2.87599,***
15_20,3,15–20 °C,15–20 °C,cold,22,6,(6) agem^weekday + agem^year^month,2642643,-0.04121,0.00621153,3.26e-11,-4.121,-5.33846,-2.90354,***
15_20,3,15–20 °C,15–20 °C,cold,22,7,(7) agem^year^month + date,2643528,-4.27021e-4,0.00750711,0.955,-0.0427021,-1.5141,1.42869,
15_20,3,15–20 °C,15–20 °C,cold,23,1,(1) agem + date,2761626,-0.0248141,0.00804893,0.00205,-2.48141,-4.059,-0.903823,***
15_20,3,15–20 °C,15–20 °C,cold,23,2,(2) agem^yday + agem^year + date,2738859,-0.0266382,0.0122038,0.0291,-2.66382,-5.05576,-0.271874,**
15_20,3,15–20 °C,15–20 °C,cold,23,3,(3) agem^week + state^year + weekday,2748411,-0.0423772,0.010755,8.14e-5,-4.23772,-6.34569,-2.12974,***
15_20,3,15–20 °C,15–20 °C,cold,23,4,(4) agem + state^year + yday + weekday,2761626,-0.0354397,0.00649875,4.94e-8,-3.54397,-4.81773,-2.27022,***
15_20,3,15–20 °C,15–20 °C,cold,23,5,(5) agem^year^month + weekday,2643528,-0.0420465,0.00623134,1.5e-11,-4.20465,-5.42599,-2.98331,***
15_20,3,15–20 °C,15–20 °C,cold,23,6,(6) agem^weekday + agem^year^month,2642643,-0.0420041,0.00622869,1.54e-11,-4.20041,-5.42124,-2.97959,***
15_20,3,15–20 °C,15–20 °C,cold,23,7,(7) agem^year^month + date,2643528,4.95523e-4,0.00785363,0.95,0.0495523,-1.48976,1.58886,
15_20,3,15–20 °C,15–20 °C,cold,24,1,(1) agem + date,2761626,-0.0261405,0.00813712,0.00132,-2.61405,-4.20892,-1.01918,***
15_20,3,15–20 °C,15–20 °C,cold,24,2,(2) agem^yday + agem^year + date,2738859,-0.029206,0.0128365,0.0229,-2.9206,-5.43656,-0.404641,**
15_20,3,15–20 °C,15–20 °C,cold,24,3,(3) agem^week + state^year + weekday,2748411,-0.0440691,0.0113076,9.73e-5,-4.40691,-6.6232,-2.19062,***
15_20,3,15–20 °C,15–20 °C,cold,24,4,(4) agem + state^year + yday + weekday,2761626,-0.036624,0.0065807,2.62e-8,-3.6624,-4.95221,-2.37258,***
15_20,3,15–20 °C,15–20 °C,cold,24,5,(5) agem^year^month + weekday,2643528,-0.0447703,0.00634368,1.7e-12,-4.47703,-5.72039,-3.23366,***
15_20,3,15–20 °C,15–20 °C,cold,24,6,(6) agem^weekday + agem^year^month,2642643,-0.0448419,0.00632956,1.4e-12,-4.48419,-5.72478,-3.2436,***
15_20,3,15–20 °C,15–20 °C,cold,24,7,(7) agem^year^month + date,2643528,-1.83778e-4,0.00798469,0.982,-0.0183778,-1.58338,1.54662,
15_20,3,15–20 °C,15–20 °C,cold,25,1,(1) agem + date,2761626,-0.0283041,0.00835574,7.06e-4,-2.83041,-4.46813,-1.19268,***
15_20,3,15–20 °C,15–20 °C,cold,25,2,(2) agem^yday + agem^year + date,2738859,-0.0315803,0.013254,0.0172,-3.15803,-5.75581,-0.560253,**
15_20,3,15–20 °C,15–20 °C,cold,25,3,(3) agem^week + state^year + weekday,2748411,-0.0450752,0.0118086,1.35e-4,-4.50752,-6.822,-2.19304,***
15_20,3,15–20 °C,15–20 °C,cold,25,4,(4) agem + state^year + yday + weekday,2761626,-0.0378042,0.00668651,1.57e-8,-3.78042,-5.09098,-2.46987,***
15_20,3,15–20 °C,15–20 °C,cold,25,5,(5) agem^year^month + weekday,2643528,-0.0470804,0.00637668,1.55e-13,-4.70804,-5.95787,-3.45821,***
15_20,3,15–20 °C,15–20 °C,cold,25,6,(6) agem^weekday + agem^year^month,2642643,-0.0469178,0.00639168,2.13e-13,-4.69178,-5.94455,-3.43901,***
15_20,3,15–20 °C,15–20 °C,cold,25,7,(7) agem^year^month + date,2643528,-0.00150192,0.00807982,0.853,-0.150192,-1.73384,1.43345,
15_20,3,15–20 °C,15–20 °C,cold,26,1,(1) agem + date,2761626,-0.0294875,0.00845244,4.85e-4,-2.94875,-4.60542,-1.29207,***
15_20,3,15–20 °C,15–20 °C,cold,26,2,(2) agem^yday + agem^year + date,2738859,-0.0328333,0.0140728,0.0196,-3.28333,-6.04161,-0.525055,**
15_20,3,15–20 °C,15–20 °C,cold,26,3,(3) agem^week + state^year + weekday,2748411,-0.0453382,0.0123506,2.42e-4,-4.53382,-6.95454,-2.11309,***
15_20,3,15–20 °C,15–20 °C,cold,26,4,(4) agem + state^year + yday + weekday,2761626,-0.0381432,0.00679462,1.98e-8,-3.81432,-5.14606,-2.48257,***
15_20,3,15–20 °C,15–20 °C,cold,26,5,(5) agem^year^month + weekday,2643528,-0.0490716,0.00656016,7.42e-14,-4.90716,-6.19295,-3.62136,***
15_20,3,15–20 °C,15–20 °C,cold,26,6,(6) agem^weekday + agem^year^month,2642643,-0.0488724,0.00657798,1.09e-13,-4.88724,-6.17653,-3.59796,***
15_20,3,15–20 °C,15–20 °C,cold,26,7,(7) agem^year^month + date,2643528,-0.00209693,0.00834472,0.802,-0.209693,-1.84526,1.42587,
15_20,3,15–20 °C,15–20 °C,cold,27,1,(1) agem + date,2761626,-0.0293401,0.00857951,6.27e-4,-2.93401,-4.61559,-1.25242,***
15_20,3,15–20 °C,15–20 °C,cold,27,2,(2) agem^yday + agem^year + date,2738859,-0.0326635,0.0145379,0.0247,-3.26635,-6.11577,-0.416934,**
15_20,3,15–20 °C,15–20 °C,cold,27,3,(3) agem^week + state^year + weekday,2748411,-0.0443895,0.0127855,5.17e-4,-4.43895,-6.94491,-1.93299,***
15_20,3,15–20 °C,15–20 °C,cold,27,4,(4) agem + state^year + yday + weekday,2761626,-0.0375617,0.00678961,3.16e-8,-3.75617,-5.08694,-2.42541,***
15_20,3,15–20 °C,15–20 °C,cold,27,5,(5) agem^year^month + weekday,2643528,-0.0495161,0.00665263,9.84e-14,-4.95161,-6.25552,-3.64769,***
15_20,3,15–20 °C,15–20 °C,cold,27,6,(6) agem^weekday + agem^year^month,2642643,-0.0495145,0.00664399,9.16e-14,-4.95145,-6.25367,-3.64923,***
15_20,3,15–20 °C,15–20 °C,cold,27,7,(7) agem^year^month + date,2643528,-9.24768e-4,0.00848533,0.913,-0.0924768,-1.7556,1.57065,
15_20,3,15–20 °C,15–20 °C,cold,28,1,(1) agem + date,2761626,-0.0306863,0.00882296,5.05e-4,-3.06863,-4.79793,-1.33933,***
15_20,3,15–20 °C,15–20 °C,cold,28,2,(2) agem^yday + agem^year + date,2738859,-0.0337061,0.0147959,0.0227,-3.37061,-6.2706,-0.470624,**
15_20,3,15–20 °C,15–20 °C,cold,28,3,(3) agem^week + state^year + weekday,2748411,-0.0456372,0.0132652,5.81e-4,-4.56372,-7.1637,-1.96374,***
15_20,3,15–20 °C,15–20 °C,cold,28,4,(4) agem + state^year + yday + weekday,2761626,-0.0392154,0.00694353,1.63e-8,-3.92154,-5.28247,-2.5606,***
15_20,3,15–20 °C,15–20 °C,cold,28,5,(5) agem^year^month + weekday,2643528,-0.0518794,0.00668376,8.36e-15,-5.18794,-6.49796,-3.87793,***
15_20,3,15–20 °C,15–20 °C,cold,28,6,(6) agem^weekday + agem^year^month,2642643,-0.0522816,0.00667613,4.84e-15,-5.22816,-6.53668,-3.91964,***
15_20,3,15–20 °C,15–20 °C,cold,28,7,(7) agem^year^month + date,2643528,-0.00165759,0.00849705,0.845,-0.165759,-1.83118,1.49966,
15_20,3,15–20 °C,15–20 °C,cold,29,1,(1) agem + date,2761626,-0.0327307,0.00933535,4.55e-4,-3.27307,-5.1028,-1.44335,***
15_20,3,15–20 °C,15–20 °C,cold,29,2,(2) agem^yday + agem^year + date,2738859,-0.0360307,0.0155459,0.0205,-3.60307,-6.65007,-0.556067,**
15_20,3,15–20 °C,15–20 °C,cold,29,3,(3) agem^week + state^year + weekday,2748411,-0.0459668,0.0139907,0.00102,-4.59668,-7.33885,-1.85451,***
15_20,3,15–20 °C,15–20 °C,cold,29,4,(4) agem + state^year + yday + weekday,2761626,-0.0395821,0.0073721,7.91e-8,-3.95821,-5.40314,-2.51328,***
15_20,3,15–20 °C,15–20 °C,cold,29,5,(5) agem^year^month + weekday,2643528,-0.0529191,0.00672722,3.65e-15,-5.29191,-6.61044,-3.97337,***
15_20,3,15–20 °C,15–20 °C,cold,29,6,(6) agem^weekday + agem^year^month,2642643,-0.0532737,0.00672245,2.29e-15,-5.32737,-6.64497,-4.00977,***
15_20,3,15–20 °C,15–20 °C,cold,29,7,(7) agem^year^month + date,2643528,-0.00302518,0.00844046,0.72,-0.302518,-1.95685,1.35181,
15_20,3,15–20 °C,15–20 °C,cold,30,1,(1) agem + date,2761626,-0.0328968,0.00999254,9.94e-4,-3.28968,-5.24821,-1.33114,***
15_20,3,15–20 °C,15–20 °C,cold,30,2,(2) agem^yday + agem^year + date,2738859,-0.0385107,0.0164098,0.0189,-3.85107,-7.06739,-0.634758,**
15_20,3,15–20 °C,15–20 °C,cold,30,3,(3) agem^week + state^year + weekday,2748411,-0.0434532,0.0148962,0.00353,-4.34532,-7.26497,-1.42566,***
15_20,3,15–20 °C,15–20 °C,cold,30,4,(4) agem + state^year + yday + weekday,2761626,-0.0376847,0.00775698,1.18e-6,-3.76847,-5.28883,-2.2481,***
15_20,3,15–20 °C,15–20 °C,cold,30,5,(5) agem^year^month + weekday,2643528,-0.0524504,0.0069174,3.39e-14,-5.24504,-6.60085,-3.88923,***
